# Append-only ledger: preserve existing rows; corrections and later evidence belong in new rows.
id,date,hypothesis,mathematical_motivation,exact_predictions,cheapest_decisive_test,evidence_for,evidence_against,status,artifact_paths,next_action
H041,2026-08-12,The full translation-invariant scalar Kac--Ward family can satisfy the exact finite-box trace identities through k=8 and pass an independent box prediction,The 25-parameter generic gauge chart is consistent through k=6 and has enough freedom that k=8 construction equations may still admit solutions,"An exact algebraic assignment solves k=4,6,8 on multiple construction boxes and at least one unused free box","Classify the explicit six-polynomial 25-variable system with a stronger modular Groebner or rational Nullstellensatz engine, then verify a holdout box exactly",Complex least squares finds points with construction residual near machine roundoff,The recorded numerical point fails the exact 3x3x3 holdout at k=8; modular Groebner timed out and all 32 tested tree zero-pattern strata remain undecided,unresolved,proofs/kac_ward_full_family.md;experiments/e30_kac_ward_full.py;results/kac_ward/full_family.json;tests/test_kac_ward_full.py,Use the stored explicit polynomials and SHA-256 in a sparse Macaulay/Nullstellensatz or stronger computer-algebra engine; never promote a timeout or sampled Jacobian rank to a no-go
H085,2026-08-12,At t=1/3 the physical P-sector spectra of the 2x3 layer are the even and odd halves of one six-mode Gaussian product spectrum,This is the parity-projected-pair escape route left open by Theorem S,After orienting factors above one the assigned spectra obey e0<o0<o1 and o0*o1/e0 belongs to the even sector,Split exactly under P and isolate e0 o0 o1 by rational inertia then count target eigenvalues across an outward forced-value window,The exact matrix commutes with physical P and both sectors have dimension 32,For P+=even the forced window has equal counts 2 and 2; the swapped assignment has the wrong minimum order and its formal window also has equal counts 1 and 1,falsified,proofs/parity_sector_gaussianity.md;experiments/e40_parity_sector.py;results/spectral/parity_sector.json;tests/test_parity_sector.py,Retain Theorem S-prime with its physical-parity and one-coupling scope
H086,2026-08-12,The e38 rational symmetrization admits exact rational physical spin-flip restrictions,Global bit complement preserves Hamming distance and every Ising bond energy,P is a fixed-point-free signed permutation; PR=RP; unnormalized plus/minus orbit bases give rational 32 by 32 restrictions,Verify all permutation identities and all rational commutator entries then construct one basis vector per complement orbit,"All 4096 equalities R[c(a),c(b)]=R[a,b] pass and both restricted matrices are rational positive definite",None in the finite 2x3 and chain cases,confirmed,proofs/parity_sector_gaussianity.md;experiments/e40_parity_sector.py;results/spectral/parity_sector.json,Reuse the orbit-basis construction for other physical-symmetry sector tests
H087,2026-08-12,Swapping the identification of physical P signs with fermionic even and odd parity rescues the 2x3 Gaussian pair ansatz,The sign of a fermionic parity involution is conventional so both physical assignments must be exhausted,At least one of P+=even or P-=even satisfies the required minimum ordering and forced cross-sector membership,Run exact lowest-sector enclosures and target-sector inertia counts for both assignments,P+=even has the required strict ordering,P+=even misses the forced value with counts 2 and 2; P-=even has odd minimum below even minimum and its formal forced window has counts 1 and 1,falsified,proofs/parity_sector_gaussianity.md;results/spectral/parity_sector.json;tests/test_parity_sector.py,No physical-sign assignment remains under the stated distinctness hypotheses
H088,2026-08-12,The six-site open-chain Gaussian control is consistent with the parity cross-sector relation at exact t=1/3,A known free-fermionic control should not be rejected by the outward-window certificate,For both physical sign assignments the target-sector inertia count differs across the forced-value window,Run the identical rational sector split and inertia calculation on the open chain,"Counts change 1 to 2 for both assignment windows, proving that each window contains an eigenvalue",A positive-width window does not certify exact equality to the forced value,confirmed,proofs/parity_sector_gaussianity.md;experiments/e40_parity_sector.py;results/spectral/parity_sector.json,Keep explicitly labeled as a consistency check rather than an exact-presence theorem
H089,2026-08-12,The physical-parity certificate excludes Gaussian restrictions graded by every commuting Z2 symmetry of the 2x3 layer,A basis-independent closure of all parity loopholes would require controlling every possible fermion parity involution,Every alternative commuting involution yields sector spectra violating its corresponding Gaussian cross-sector relation,Classify the full commutant and repeat exact sector certificates for every inequivalent involution,None; only P=product X was tested,The present theorem does not constrain a different Z2 grading or a non-parity invariant subspace,unresolved,proofs/parity_sector_gaussianity.md,Classify inequivalent commuting involutions before extending Theorem S-prime
H080,2026-08-12,The open 2x3 Ising layer transfer operator at t=tanh(K*/2)=1/5 is not fermionic Gaussian on six modes,Theorem S at t=1/3 may reflect a robust finite-layer spectral obstruction rather than an isolated arithmetic point,The three smallest eigenvalues are distinctly enclosed and the forced value lambda1*lambda2/lambda0 lies in an interval with equal endpoint inertia counts,Build the exact rational symmetrized operator and perform Sylvester-inertia bisection plus two outward-window counts,Disjoint exact enclosures have relative-gap lower bounds 0.0388789 and 0.745757; both forced-window counts equal 4,This is one finite operator at one coupling and gives no all-coupling or all-size statement,confirmed,experiments/e39_spectral_couplings.py;results/spectral/couplings.json;notes/spectral_couplings.md;tests/test_spectral_couplings.py,Seek an analytic coupling interval only if exact parameter-dependent inertia control becomes available
H081,2026-08-12,The open 2x3 Ising layer transfer operator at t=tanh(K*/2)=1/2 is not fermionic Gaussian on six modes,Testing a second substantially different rational coupling probes whether the Theorem S obstruction persists away from t=1/3,The three smallest eigenvalues are distinctly enclosed and the forced-value interval contains no eigenvalue,Run exact rational inertia bisection and compare exact counts at both outward-rounded forced-window endpoints,Disjoint exact enclosures have relative-gap lower bounds 0.853766 and 0.168100; both endpoint counts equal 8,A finite exact certificate cannot establish non-Gaussianity on a continuum of couplings,confirmed,experiments/e39_spectral_couplings.py;results/spectral/couplings.json;notes/spectral_couplings.md;tests/test_spectral_couplings.py,Do not interpolate the finite rational certificates into an unproved coupling-uniform claim
H082,2026-08-12,The open 2x3 Ising layer transfer operator at t=tanh(K*/2)=2/5 is not fermionic Gaussian on six modes,An intermediate optional rational point supplies a third independent exact coupling certificate,Distinct lowest-three enclosures force a predicted eigenvalue window whose two inertia counts agree,Apply the same exact matrix construction rational bisection and outward-window inertia test,Disjoint exact enclosures have relative-gap lower bounds 0.708556 and 0.289736; both endpoint counts equal 8,Only the named 64-dimensional operator is decided,confirmed,experiments/e39_spectral_couplings.py;results/spectral/couplings.json;notes/spectral_couplings.md;tests/test_spectral_couplings.py,Retain as finite-instance evidence rather than an all-t theorem
H083,2026-08-12,The open 2x4 Ising layer transfer operator at t=tanh(K*/2)=1/3 is not fermionic Gaussian on eight modes,Extending Theorem S to the next layer width tests whether the spectral obstruction survives beyond the minimal genuine layer,The exact 256-dimensional operator has three distinct lowest eigenvalues and equal inertia counts across the forced-value window,Clear denominators once decompose by exact commuting involutions and run fraction-free Sylvester-inertia bisection under explicit resource walls,Eight exact symmetry sectors span all 256 dimensions; the gap lower bounds are 0.491652 and 0.344832 and both forced-window counts equal 8,This proves only one finite 2x4 operator; embeddings larger Gaussian systems parity-projected variants and all sizes remain open,confirmed,experiments/e39_spectral_couplings.py;results/spectral/couplings.json;notes/spectral_couplings.md;tests/test_spectral_couplings.py,Use the certified symmetry-sector method for larger finite layers only when a new scoped question warrants the cost
H084,2026-08-12,The open n=8 chain at t=tanh(K*/2)=1/3 gives an occupied-window consistency control for the spectral certificate,A known free-fermionic geometry should not be rejected by the one-sided absence test,The exact inertia counts at the forced-window endpoints differ after the lowest three eigenvalues are distinctly enclosed,Run the identical rational construction and exact inertia test on the 256-dimensional open chain,The exact counts are 9 and 10 so some eigenvalue lies in the positive-width window,Differing counts do not prove that the exact forced value is present and are not an equality or Gaussianity certificate,confirmed,experiments/e39_spectral_couplings.py;results/spectral/couplings.json;notes/spectral_couplings.md;tests/test_spectral_couplings.py,Keep explicitly labeled as consistency only; exact presence would require an algebraic equality certificate
H105,2026-08-12,A low-budget algebraic equation explains the 12-coefficient HT reduced free-energy series,An algebraic exact solution would force a polynomial relation among sufficiently many exact coefficients,At least one bidegree with (dx+1)(df+1)<=10 has a nonzero kernel after all known coefficients,Build every exact rational coefficient matrix using U+2 training equations and all later coefficients as holdout,None,All 27 frontier matrices have full column rank with stored nonzero rational minors,falsified,experiments/e43_series_structure.py;results/series/structure_certificates.json;notes/series_structure.md,Do not infer transcendence; retest larger budgets only after deriving more coefficients
